genre	key	timesignature	tempo	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16	t17	t18	t19	t20	t21	t22	t23	t24	t25	t26	t27	t28	t29	t30	t31	t32	t33	t34	t35	t36	t37	t38	t39	t40	t41	t42	t43	t44	t45	t46	t47 
Pop_Rock	3	4	103.129	35.151	29.829	69.638	-0.153	29.064	58.987	54.169	16.556	66.551	56.371	37.693	46.166	53.695	37.675	30.152	32.727	-3.855	-16.878	-40.745	9.362	49.034	2.072	-10.882	21.469	8.974	-0.184	27.56	-10.458	-25.502	-11.219	-2.818	-35.587	0.755	3.843	29.123	30.821	-2.845	61.799	35.79	55.554	-8.676	-5.622	-28.288	-14.923	21.497	-17.768	-25.574	-50.359
Rap	1	4	94.819	12.148	-24.779	35.606	-21.871	52.8	25.053	30.726	-32.086	100.405	40.182	39.922	-19.658	-14.991	3.357	-19.044	29.986	-10.152	36.354	52.709	132.239	91.151	34.846	57.501	23.306	23.954	39.029	52.505	69.711	22.226	95.203	13.186	62.476	32.182	66.389	-15.564	75.903	39.124	54.459	32.446	24.366	57.376	81.291	34.359	49.677	83.664	28.996	73.503	103.353
Blues	5	4	127.122	37.278	17.749	21.502	-52.082	3.142	-29.971	71.555	13.729	24.137	5.807	-10.565	26.082	23.737	23.703	12.098	-50.961	7.253	23.28	54.768	44.507	36.473	19.838	29.961	2.738	37.182	16.992	-13.051	21.934	-29.648	47.575	59.233	43.066	32.911	24.614	40.469	24.294	38.842	27.851	37.877	-35.442	-18.381	-70.591	-0.847	-59.586	-14.876	4.945	-21.827	-14.693
Pop_Rock	5	4	130.545	38.375	0.057	16.183	24.319	20.908	64.732	15.409	-12.384	41.801	53.462	24.016	14.588	-10.286	-54.967	23.744	-9.302	4.11	-28.772	34.196	52.853	27.042	70.682	61.454	69.324	17.341	45.208	7.143	79.098	65.524	46.639	2.82	33.982	27.861	39.637	-3.48	-49.82	53.688	37.572	-34.684	4.121	-114.336	4.247	-60.311	-34.557	-3.602	29.569	3.802	-8.188
Pop_Rock	8	4	103.046	-8.783	-16.974	-71.222	7.286	89.917	-77.26	-46.942	-16.152	-43.888	-0.808	-57.259	8.457	-19.289	-119.885	-52.945	-27.854	67.017	-8.925	-69.064	-64.277	-52.88	-46.5	-93.433	-13.708	41.191	84.617	-34.708	-39.976	-1.702	-29.458	-10.096	39.61	-49.464	-72.156	-58.733	-63.102	-17.76	25.125	-53.881	-77.071	-67.542	-38.513	43.153	-45.229	-61.41	-47.818	-21.5	-90.625
Pop_Rock	2	4	98.784	46.678	30.192	44.29	28.411	48.831	37.765	49.354	41.624	54.144	64.088	64.567	43.764	57.158	66.379	38.883	37.447	40.608	35.485	37.333	25.427	37.145	29.064	8.03	9.07	36.217	21.711	35.466	47.133	31.137	22.571	24.745	6.182	-3.871	39.209	34.995	25.824	51.95	18.508	22.168	36.459	27.286	34.219	28.85	34.569	20.758	23.755	26.675	38.703
Blues	6	4	107.081	-130.346	-165.923	-139.069	-102.502	-140.377	-87.277	-123.371	-103.194	-110.72	-86.852	-71.901	-74.577	-153.981	-180.63	-165.701	-157.137	-166.003	-144.567	-170.568	-115.958	-141.119	-166.72	-156.129	-123.549	-134.357	-152.03	-130.323	-128.206	-129.638	-134.588	-140.356	-137.952	-113.455	-124.779	-94.951	-132.578	-117.328	-138.425	-106.64	-136.529	-135.057	-123.625	-173.426	-141.51	-111.218	-143.43	-112.87	-131.288
Pop_Rock	9	4	122.691	69.899	34.657	95.558	91.625	48.442	112.014	45.069	80.636	64.562	46.866	43.708	49.033	48.323	90.738	74.921	81.424	107.215	96.657	78.874	118.405	65.945	33.495	77.744	59.759	78.315	75.858	103.516	71.082	69.804	73.97	73.705	61.706	35.05	37.071	53.751	74.552	93.693	72.539	87.43	46.688	101.496	106.79	78.732	99.32	93.082	67.384	98.603	52.311
Pop_Rock	11	4	127.006	-22.796	119.027	23.699	54.267	16.85	36.371	29.231	22.111	-22.15	55.14	39.995	57.429	39.683	48.788	44.366	28.755	-43.416	-59.853	-46.897	-9.144	27.147	-40.076	-32.33	-26.409	-12.385	-12.274	-38.169	87.558	29.408	62.063	-6.202	61.669	24.477	16.458	-16.422	-28.198	77.939	17.983	32.626	3.171	72.708	35.4	17.985	19.402	-22.372	45.82	30.929	40.151
Pop_Rock	3	3	86.96	-28.28	-48.846	-51.567	-50.974	-79.419	-48.185	-11.722	-79.443	-82.304	-49.206	-41.42	0.036	-25.177	-42.248	-47.22	-66.533	-69.627	16.219	-74.444	-49.345	-7.295	-74.654	-80.867	-91.958	-54.184	-62.444	-110.549	-86.237	-101.212	-122.91	-129.129	-103.226	-132.085	-89.973	-86.119	-54.625	-102.548	-84.051	-137.817	-70.475	-65.07	-97.515	-104.304	-112.899	-76.826	-102.466	-116.359	-89.699
Blues	2	4	91.084	-21.009	15.64	9.673	-2.165	-46.304	12.527	-48.093	38.57	27.76	-39.257	9.238	8.33	10.888	-22.59	-16.389	-16.946	23.333	-26.118	-7.678	16.001	71.82	39.176	-2.798	7.393	-25.003	-22.237	-47.334	0.634	-2.955	-5.575	-7.304	6.42	-2.419	8.538	-58.75	45.087	15.301	0.174	-16.611	8.498	-10.212	5.9	21.53	-14.764	-32.153	-11.544	-20.692	-68.853
Country	0	1	100.893	37.616	24.482	-19.126	-47.072	-51.756	-38.097	3.649	55.357	-38.07	-69.991	-73.708	-58.854	-118.284	-56.494	-62.278	-12.948	-29.029	-35.453	-43.46	-75.583	-38.645	-39.427	-89.603	-0.144	-48.418	-32.967	-11.898	-27.879	-11.587	-36.779	-34.123	-33.698	-34.467	-8.231	-12.251	5.812	-0.151	13.111	-11.523	-5.718	10.348	-32.766	-34.549	-4.062	-14.969	3.112	31.82	-29.746
Pop_Rock	9	4	107.922	-39.967	-79.723	-133.159	-94.982	-96.755	-74.005	-39.698	-44.264	-52.558	-62.27	-28.817	-9.788	24.733	36.235	82.442	-2.473	-1.886	-49.501	17.172	105.029	27.64	13.985	-60.504	-0.404	-5.026	-39.889	-10.112	-142.97	124.505	73.744	57.248	-18.279	-28.56	68.394	12.838	5.342	-27.173	-28.638	-110.744	-126.207	-96.51	9.534	19.044	-109.786	60.353	-3.234	-60.074	-16.48
Pop_Rock	0	4	163.087	27.674	32.371	33.871	44.23	46.496	68.239	103.377	63.305	54.823	33.467	43.72	20.618	37.472	82.337	21.536	56.955	57.116	25.489	-161.893	-176.102	-174.877	-200.29	-175.272	-93.828	2.019	-168.225	-191.133	-9.113	21.04	23.414	19.812	14.297	66.415	47.064	30.596	11.509	29.777	11.727	26.179	16.172	23.287	-11.855	20.411	-0.663	34.464	5.272	31.518	15.019
Pop_Rock	5	4	149.971	-27.194	-40.657	-39.431	-32.12	-58.292	-30.378	-29.347	-38.129	-22.243	-36.401	-38.769	-17.932	-56.819	-33.472	-28.61	-39.33	-47.439	-47.521	-35.388	-65.65	-54.182	-34.056	-48.36	-50.786	-50.925	-39.606	-35.564	-34.625	-37.262	-42.37	-18.979	-40.073	-32.69	-44.339	-29.743	-72.883	-54.923	-46.857	-52.937	-47.961	-53.131	-39.558	-48.861	-67.915	-38.091	-43.928	-58.022	-49.169
Pop_Rock	2	3	85.82	58.723	56.278	37.839	37.065	52.337	14.524	33.901	75.767	79.59	88.833	53.896	38.524	31.283	47.552	57.088	39.215	60.238	35.683	71.672	21.811	12.454	48.478	49.232	46.565	74.788	55.648	72.129	69.687	76.718	63.397	80.997	72.014	75.697	50.561	40.186	48.514	74.805	74.312	73.949	71.069	62.389	67.152	52.946	74.013	36.374	48.241	67.255	77.997
Blues	9	4	107.083	18.155	-11.432	-39.715	28.717	-68.825	0.515	-59.511	-26.076	-33.129	-28.812	-31.671	-51.756	-35.464	-59.438	8.974	-49.442	-28.427	-22.711	-33.406	-41.568	-113.701	-48.565	-4.149	-55.171	-69.606	-54.809	-45.297	-77.433	-72.831	-82.993	-49.786	-84.862	-45.151	-43.841	-69.701	-50.009	-101.323	-54.532	-72.342	-66.337	-73.73	-68.369	-50.131	-82.904	-101.213	-96.32	-64.703	-48.111
Jazz	10	5	63.134	-83.009	-70.695	-109.401	-152.418	-126.499	-139.968	-69.716	48.489	-66.016	-94.37	-120.382	-108.665	-44.635	4.625	74.565	61.991	21.607	4.41	38.725	-47.928	20.116	124.221	106.759	42.231	25.739	34.176	36.199	15.128	6.476	-29.268	-13.307	1.04	43.899	25.356	30.426	-20.009	-26.902	3.302	-29.322	-55.733	-98.539	-80.499	-80.337	-68.072	-82.379	-78.396	-46.189	76.723
Country	4	4	124.916	-23.964	-50.47	-5.697	-36.794	12.858	26.918	10.035	19.847	15.232	-11.984	41.608	-11.633	0.513	4.219	-63.391	-87.008	-12.863	-46.985	15.309	-14.371	11.314	-19.434	-11.671	-38.33	-9.745	-4.687	-56.099	-16.939	-35.879	-0.13	-36.804	-1.139	-24.654	43.192	20.982	-15.775	3.347	-40.105	-17.95	-42.599	-2.387	-38.411	22.692	-18.976	4.653	-28.92	-12.366	-35.083
Pop_Rock	0	4	97.672	-4.718	-63.451	-6.768	-80.002	-31.563	-32.536	-12.669	-8.579	7.29	78.318	57.673	15.542	-9.041	-17.633	-41.027	-73.181	-41.156	-80.9	-44.772	-50.286	-2.432	-17.708	-27.204	-56.755	-20.015	8.285	45.119	14.235	5.144	-17.892	-22.105	26.795	-16.044	-22.506	-44.982	-81.307	-37.079	-42.667	-57.005	11.488	35.038	-6.159	1.475	-16.165	3.728	-21.706	-25.615	4.687
Pop_Rock	8	4	190.102	39.679	24.717	23.201	19.554	53.98	47.886	54.209	23.687	43.383	112.269	55.922	34.204	25.351	-0.756	28.419	14.772	-25.024	-41.177	6.745	-22.464	-52.877	6.308	-29.467	-30.48	9.32	18.18	35.805	13.819	36.948	21.611	42.198	31.225	26.218	26.956	7.828	48.288	31.071	17.019	39.304	3.946	1.417	31.982	38.047	36.323	22.052	27.217	39.593	26.895
Pop_Rock	7	1	235.337	42.242	22.224	76.827	89.526	87.689	54.534	57.852	47.379	28.296	28.938	26.448	62.438	73.623	52.323	52.419	55.688	54.278	53.919	54.366	41.06	68.188	70.303	68.425	58.444	62.384	47.828	74.394	45.762	79.056	68.381	79.668	60.204	44.6	49.047	54.122	68.053	78.297	58.464	53.614	60.273	66.583	53.162	45.141	45.854	43.59	66.566	36.243	57.28
Pop_Rock	9	4	141.846	17.861	28.143	32.76	40.206	21.37	28.422	27.596	44.887	38.076	32.713	39.118	46.136	31.859	39.355	28.356	35.471	43.981	50.712	43.901	35.996	32.114	25.932	34.693	36.941	23.308	30.743	35.725	44.855	36.107	43.566	31.48	48.925	41.524	44.714	48.052	32.679	24.753	44.387	31.889	35.018	46.218	32.617	21.655	32.69	21.697	40.246	48.986	39.414
Pop_Rock	6	4	122.624	90.128	68.035	70.138	86.906	72.299	53.817	72.987	17.609	14.794	45.281	63.894	19.977	4.878	47.593	48.87	60.973	42.011	22.159	46.24	39.532	21.639	36.125	23.954	69.454	47.815	53.146	32.253	47.604	50.621	125.259	17.329	6.955	3.846	49.148	51.008	53.505	41.879	50.539	113.311	58.125	47.142	52.485	80.217	49.449	27.056	45.525	12.798	6.998
Electronic	4	4	119.712	55.418	58.913	73.736	42.43	115.243	51.686	15.935	24.061	27.642	59.114	98.893	34.485	15.634	20.197	51.236	24.289	33.224	96.668	45.505	51.769	31.764	95.376	19.349	11.443	12.875	61.941	68.37	105.818	71.169	41.715	12.527	67.466	94.341	29.539	23.891	24.499	25.37	-13.277	-26.307	66.298	118.113	-60.958	-38.176	-42.324	-24.674	-65.826	-68.91	62.572
Pop_Rock	11	1	105.05	64.726	55.059	92.871	54.143	64.827	90.469	83.567	67.282	65.692	57.762	47.042	57.206	55.265	64.371	62.008	122.286	94.258	77.523	82.297	68.628	129.929	87.931	84.403	115.306	99.268	97.059	97.245	74.412	92.357	80.469	68.042	104.477	79.112	73.536	94.224	85.297	72.322	126.326	98.244	80.196	77.967	64.317	60.79	42.354	59.87	96.014	60.993	53.711
Pop_Rock	11	4	110.018	36.438	25.852	4.032	19.228	3.056	26.765	10.287	-2.038	10.795	6.045	27.635	24.93	27.056	-8.736	-13.894	43.289	22.056	9.114	19.186	2.554	11.903	-1.892	24.713	-4.762	17.0	-5.64	-6.277	11.215	-36.804	13.516	20.246	32.825	42.425	18.105	25.503	32.423	43.938	32.886	21.14	27.457	58.266	39.133	13.286	17.725	10.158	56.215	37.461	20.117
Electronic	7	1	127.923	3.756	-35.427	-20.126	-86.388	23.888	-24.923	-4.205	-75.625	56.689	22.256	34.373	-51.166	97.034	57.196	52.697	-11.596	137.985	70.982	104.508	-0.894	178.38	67.076	128.017	33.77	211.048	123.724	164.468	72.404	255.133	167.424	165.026	80.193	274.817	146.538	151.907	119.235	155.777	131.008	62.215	243.523	151.307	75.645	177.186	35.905	206.151	154.893	58.598	22.736
Pop_Rock	9	4	181.421	9.985	28.507	28.397	-9.676	43.404	7.512	13.225	24.105	18.945	6.629	22.838	-13.187	-9.569	-7.867	4.561	-3.9	4.858	6.618	31.777	15.415	53.603	47.591	51.55	35.154	20.302	41.141	41.765	36.873	15.183	31.593	44.941	-4.902	11.715	20.911	-20.995	17.525	-26.883	-5.742	4.733	4.935	23.644	15.143	45.364	24.776	29.91	7.064	65.482	32.813
Pop_Rock	10	3	147.736	40.815	4.945	-42.851	-37.276	-25.067	-1.834	21.27	33.731	4.427	-35.535	16.192	-22.044	-51.342	-74.848	-29.173	-40.612	-41.441	-15.663	-32.429	14.351	9.983	-0.454	-24.637	-19.389	-14.579	-56.716	-45.478	-52.877	-66.384	-72.061	-29.067	-29.977	-43.962	-86.424	-63.391	-90.707	-59.486	-32.348	73.429	-56.622	-80.953	-34.105	-4.713	-56.038	-67.571	-42.044	9.445	7.611
Pop_Rock	7	5	144.84	7.887	3.972	-1.927	7.756	22.865	14.223	11.699	-9.841	11.48	6.718	8.584	15.608	21.51	14.22	9.879	14.535	12.549	14.203	19.816	9.33	16.403	-21.729	-54.423	-12.923	38.701	12.147	11.167	79.605	5.359	28.212	-10.405	3.757	10.771	-13.986	6.95	-0.958	74.355	5.161	11.422	4.295	8.834	49.952	9.143	-1.152	15.353	-11.001	7.77	-1.831
Pop_Rock	11	4	119.389	-12.263	-93.223	-82.549	-78.713	-88.153	-91.668	-42.159	-30.728	-61.373	-25.868	-61.239	-75.194	-89.286	-49.793	-53.423	2.036	-67.776	-53.442	-82.145	-76.836	-55.359	46.01	-9.429	2.88	16.519	-94.32	-5.143	-30.867	-47.389	-13.679	-92.286	-35.48	-52.871	-68.17	-52.447	-77.26	-69.968	-54.717	7.089	-88.317	-38.54	-92.852	-78.832	-93.079	-80.705	-48.402	-41.156	-74.373
Jazz	9	4	106.01	8.775	36.72	2.561	96.723	97.312	79.914	16.526	43.456	-16.11	73.174	33.529	-17.016	12.429	26.852	-17.177	35.983	67.626	12.421	18.135	-17.095	21.445	-9.689	44.188	-27.886	-0.234	70.262	52.393	34.821	7.776	15.756	-32.248	39.82	-12.575	8.92	11.861	-12.003	22.835	74.798	64.569	32.608	23.934	53.924	80.706	-35.33	-15.163	90.516	-31.697	-38.442
Electronic	7	4	141.008	19.749	-26.192	-36.522	-26.488	-10.403	-19.28	-4.328	-14.079	-0.318	-22.959	-21.763	-39.429	-16.391	-52.444	-54.021	-40.167	-6.314	35.703	44.954	92.816	33.553	-69.965	-95.223	-104.105	-104.377	-49.481	-33.28	0.119	-109.913	-142.115	-181.888	-99.413	-148.747	-175.727	-128.84	-180.904	-174.725	-127.21	-177.229	-129.63	-70.153	-112.881	-147.82	-42.47	-56.717	-93.926	-18.921	11.33
Pop_Rock	10	4	135.066	-61.599	-78.375	-51.643	-85.421	-101.088	-71.608	-67.566	-57.122	-57.922	-71.799	-82.24	-72.971	-72.245	-48.36	-80.562	-88.225	-52.099	-73.645	-43.885	-76.396	-62.311	-75.319	-63.056	-77.566	-68.281	-69.681	-40.108	-43.511	-97.329	-104.192	-99.881	-107.733	-142.565	-159.35	-181.011	-146.34	-131.46	-44.449	-57.257	-50.826	-97.427	-85.113	-66.302	-47.266	-62.025	-56.017	-61.56	-44.704
Pop_Rock	0	4	85.976	32.169	-67.909	18.346	13.937	19.506	89.749	54.66	66.908	87.178	45.176	50.095	33.681	2.07	19.062	18.945	63.306	25.169	-15.267	-12.812	29.111	8.73	37.657	22.174	49.349	19.92	16.419	21.621	25.842	-7.857	-1.461	42.312	-63.373	14.467	30.062	66.593	-21.914	67.569	67.707	64.209	72.808	50.066	62.803	110.312	54.086	53.69	72.608	57.821	105.417
Rap	1	1	107.927	96.501	108.325	55.203	38.667	50.91	41.697	64.525	61.319	31.613	157.55	167.812	103.281	99.107	82.316	49.166	47.527	-6.672	42.227	64.561	5.243	108.364	67.142	60.714	29.038	29.102	60.415	6.614	79.967	68.657	44.739	77.805	34.133	8.084	42.528	18.444	94.835	31.482	21.941	13.47	69.112	96.495	32.803	110.126	107.016	46.766	16.606	47.614	44.748
Blues	9	4	125.05	2.366	-44.483	-39.406	-23.288	-18.767	-58.626	-33.47	-40.735	25.586	0.107	-8.747	11.122	9.314	-32.92	-47.643	-45.427	-79.73	-3.942	36.97	-6.099	43.486	24.201	-2.972	-48.866	-0.91	-31.427	-33.435	-65.653	-19.799	27.8	34.67	31.042	40.004	16.816	46.899	13.556	4.917	21.919	6.813	24.785	92.237	107.648	9.288	-45.931	3.303	-101.68	14.376	-2.126
Country	3	4	45.508	-11.382	-7.43	-17.135	-19.669	-27.15	-41.942	-46.05	-53.572	-30.63	-57.427	-0.71	60.351	44.525	-7.222	-39.378	-33.082	35.242	32.251	29.695	19.437	-16.422	-23.025	-24.794	-45.404	-40.867	-51.783	-10.231	-39.927	-31.249	-3.675	-6.978	35.778	-12.849	-2.708	-61.352	-16.402	-15.51	-6.282	-36.734	11.584	-14.398	-24.782	0.806	9.598	-31.216	56.487	59.903	-20.306
Pop_Rock	2	1	145.997	29.57	13.724	29.568	21.258	17.016	5.978	19.243	43.022	20.652	57.171	43.958	27.179	24.286	25.886	10.304	38.562	32.123	22.079	12.932	28.771	36.832	18.28	42.728	21.486	35.924	14.144	20.27	35.276	25.973	13.227	37.061	16.163	40.243	28.8	58.376	29.599	18.343	41.986	60.337	17.987	31.295	21.81	27.734	44.897	1.823	34.598	18.615	25.55
Pop_Rock	5	4	88.072	19.277	-22.437	26.359	49.936	15.76	47.411	42.831	18.304	-9.878	-14.919	-23.38	-23.99	19.289	11.99	-60.364	-38.295	-18.779	42.69	1.339	-61.574	-0.949	73.686	34.386	-6.636	-6.88	16.037	12.853	-14.287	36.898	11.054	-32.374	6.372	39.685	3.385	11.57	-22.983	-37.779	0.593	9.869	64.347	-12.716	-29.789	-34.424	-29.963	8.116	-11.849	23.776	19.108
Jazz	5	1	68.326	24.107	107.264	146.188	97.342	2.546	31.176	66.737	34.996	-25.11	14.796	-7.965	-6.042	-111.103	-109.857	54.035	125.52	51.209	119.044	-7.729	58.279	31.886	-22.822	52.788	12.172	36.677	-8.683	-64.365	-127.752	-63.903	-17.704	-73.97	-29.642	11.619	-26.258	-26.072	-44.263	-107.299	-104.37	-95.51	-72.304	-141.158	-161.944	-38.315	-46.421	-69.573	-20.484	-18.229	9.397
Rap	1	4	121.871	-46.886	-25.498	-33.322	-22.499	-19.762	-76.578	-77.45	49.611	14.814	-38.488	-48.825	-21.64	20.956	-16.362	-41.241	-46.898	56.544	-42.726	4.789	1.762	60.161	-58.548	24.362	-33.8	-67.553	-24.583	7.987	12.996	-61.615	57.368	-7.893	-136.587	25.843	14.269	-22.251	115.075	-2.385	-6.047	22.377	11.197	59.45	18.03	91.698	30.228	40.383	70.029	-26.858	69.188
Rap	8	4	177.662	-6.276	-18.401	41.428	0.046	27.998	51.699	49.21	29.108	35.214	-45.675	-17.299	50.183	36.151	89.873	-6.002	41.502	13.619	-1.952	44.831	74.578	-2.223	20.823	-22.846	2.37	33.193	57.1	61.447	-29.097	31.909	-3.305	33.237	82.449	-21.617	52.608	-41.629	66.785	6.304	6.21	-40.51	-19.888	48.594	11.751	47.6	58.889	-36.226	16.403	-14.573	45.858
Country	11	3	151.73	11.605	-72.51	-101.443	-81.184	-14.926	-16.581	-15.219	-63.437	-74.141	-62.324	-18.623	-73.735	-64.567	-75.862	-54.549	-94.133	-66.858	-55.373	-94.687	-94.453	-17.433	-42.404	-46.019	-45.436	2.575	-63.335	-51.833	6.796	20.819	-46.235	-48.009	89.296	-40.731	-21.444	-72.979	-8.867	-29.662	-80.838	-47.694	-44.324	-0.901	-63.761	-87.853	-94.183	-51.316	-84.611	-51.833	-99.979
Blues	0	3	138.755	-30.812	15.737	19.691	36.352	1.17	49.657	38.689	22.341	-2.749	14.517	29.318	37.147	47.868	53.501	-9.209	-15.624	6.716	-2.638	-37.56	20.454	6.803	-17.737	44.339	11.474	25.562	36.065	-68.275	-6.896	-48.295	-53.466	-67.263	13.314	-4.094	59.228	21.941	58.041	1.123	-11.232	-10.026	41.784	-55.524	15.705	15.05	15.37	-56.389	-14.107	-28.665	-45.859
Electronic	0	4	125.008	5.248	19.466	76.561	36.413	10.113	-47.996	-42.85	-97.261	-64.526	18.989	-107.991	-21.939	-51.381	20.59	32.139	-1.664	-62.766	-38.655	-65.419	-54.185	-71.617	18.357	-65.719	-48.077	-101.181	-81.241	7.797	-14.584	-115.245	-50.485	-51.175	-0.756	31.478	0.93	-60.529	-47.485	17.646	-39.257	-14.911	-23.166	12.48	-64.978	-44.971	-91.657	-77.0	-20.11	-10.509	-112.704
Pop_Rock	3	4	120.022	48.222	30.197	25.346	16.609	24.768	54.026	53.55	36.562	14.862	3.949	34.402	29.953	26.349	24.061	33.917	34.271	37.298	27.656	40.038	16.268	-9.956	15.364	19.048	5.299	5.09	36.021	30.271	7.665	10.179	15.135	42.393	42.196	28.736	40.826	40.197	34.838	46.04	36.839	32.921	54.261	50.979	36.924	47.985	31.494	44.582	53.491	36.412	39.419
Pop_Rock	7	4	91.922	13.154	6.118	5.655	13.335	1.268	19.555	23.841	40.748	24.48	24.383	11.241	27.362	34.855	25.835	6.498	-3.824	14.292	27.193	37.213	20.88	27.763	40.271	18.749	47.628	45.814	8.926	21.515	24.453	23.048	26.575	24.692	28.378	47.96	21.42	24.509	17.803	24.601	36.051	37.352	36.116	31.778	40.86	40.211	64.714	28.146	34.097	45.143	46.553
Pop_Rock	1	4	164.002	9.415	17.442	38.057	42.194	1.065	25.553	35.669	-1.479	-4.164	36.773	23.794	-48.919	-55.55	-34.707	7.605	-59.153	-4.98	0.998	6.004	25.096	11.512	23.346	56.877	51.688	40.534	23.409	4.407	-7.933	43.907	80.067	-16.226	12.355	1.021	6.501	10.897	-8.396	1.997	26.017	21.439	-24.688	-1.887	-14.91	-1.979	44.506	4.063	17.069	2.038	33.622
Blues	9	4	134.741	42.178	107.038	60.842	2.437	56.366	51.108	50.656	-4.121	12.871	93.699	55.837	-2.588	2.249	16.416	35.434	9.48	-11.418	6.762	30.303	0.953	5.796	40.812	61.015	39.417	31.384	48.515	15.994	-10.423	30.908	26.729	-8.324	-7.668	17.474	38.027	11.505	-18.352	31.49	64.921	61.306	37.831	15.993	2.34	28.48	2.96	46.09	33.397	22.693	30.921
Pop_Rock	11	1	91.256	16.777	-2.206	-10.449	65.217	27.882	-9.352	33.512	-40.131	-48.63	22.916	16.838	10.312	-25.476	-47.127	22.671	-5.67	-17.978	34.303	-21.09	-11.082	28.917	21.538	-0.011	-40.228	14.613	6.78	31.478	-19.669	-15.767	17.855	-20.72	5.177	-39.169	38.72	-13.813	-18.133	-18.037	-7.822	-15.65	10.617	57.136	12.075	-49.362	38.922	-15.814	-54.272	23.676	31.685
Pop_Rock	1	3	169.866	64.612	69.499	82.225	62.848	62.536	46.279	69.686	72.949	94.865	76.22	16.574	10.737	27.872	61.808	83.159	93.092	135.343	71.438	46.377	68.206	89.462	61.95	105.706	73.514	65.049	81.795	53.362	47.086	54.754	85.361	79.444	97.278	88.328	95.02	83.455	71.414	63.44	99.608	63.928	63.791	101.549	91.602	88.713	106.723	87.929	81.948	102.031	52.628
Pop_Rock	9	4	147.975	-6.341	-23.123	-2.324	22.026	-17.965	-6.327	-9.25	11.594	34.74	8.513	-16.047	-1.907	2.214	96.384	23.96	-9.587	-7.189	23.755	37.942	78.593	39.446	-38.588	-39.36	-0.191	93.76	37.952	55.185	30.045	38.425	37.279	42.402	78.368	38.581	108.191	66.954	84.495	63.589	39.875	29.413	107.236	9.458	42.212	5.832	37.246	24.74	27.193	-4.322	11.023
Jazz	0	4	111.039	-9.116	-22.664	-9.836	-49.221	-30.215	-23.377	-25.451	71.476	9.988	-85.485	-1.689	62.926	4.203	-39.81	-23.553	-33.199	22.174	-44.618	9.617	-31.316	-10.63	-41.702	-40.42	-42.611	-39.477	16.576	-10.63	-41.299	-42.205	-57.212	-40.168	-101.635	-112.909	-39.018	11.652	4.96	14.71	-51.54	-43.141	-101.72	28.849	-77.544	-27.68	-11.504	-18.136	-83.838	-43.181	-17.79
Pop_Rock	4	4	85.375	21.657	11.411	-4.469	-43.561	-26.79	15.597	-17.961	-41.395	-10.921	-40.48	-27.312	9.582	-23.897	-54.058	-23.732	19.468	-33.952	-20.934	9.805	1.044	-21.273	-72.288	-42.065	11.214	50.129	26.437	-37.926	-32.395	-35.868	-19.525	-66.257	-13.42	-16.994	-13.513	111.275	-21.738	-30.762	5.806	6.629	-33.052	-59.919	-32.926	-6.402	-13.976	2.248	19.438	28.173	-10.817
Pop_Rock	2	3	146.454	0.244	-91.306	-100.541	-51.672	-12.199	-22.8	105.707	86.027	185.317	5.625	-13.911	-39.221	3.389	5.913	-55.736	-56.062	-33.697	-57.875	-46.749	-35.439	5.79	39.483	66.539	61.08	8.125	-24.602	-45.04	-21.34	135.279	1.096	3.514	35.112	20.735	-18.373	-3.305	30.869	100.696	10.52	32.411	9.11	-62.606	-62.877	-64.398	-23.63	-8.234	7.457	9.551	23.498
Pop_Rock	10	1	125.676	-3.973	23.507	21.857	-33.526	-39.236	-27.932	-0.335	1.098	-10.854	3.947	-12.214	53.416	68.128	10.588	-16.905	22.101	-22.004	-36.204	81.51	31.157	-54.801	-11.762	-39.468	-26.77	-13.338	-34.225	37.779	-20.457	-31.579	-32.034	3.776	1.717	52.074	35.04	13.638	29.309	53.069	42.541	-7.872	10.023	25.801	24.725	25.369	-0.265	27.884	22.191	16.794	36.919
Pop_Rock	7	4	105.498	90.632	91.15	55.343	97.332	74.963	74.278	64.149	43.246	27.435	0.889	38.989	68.792	41.737	43.637	55.233	60.264	40.637	42.888	21.986	41.894	53.354	44.577	15.193	15.666	10.726	24.776	82.654	45.498	21.759	77.1	42.004	83.122	15.392	55.516	31.206	55.035	36.879	19.991	49.754	18.373	34.556	17.207	13.584	8.773	56.763	24.246	69.239	48.508
Blues	11	4	95.56	-42.122	54.068	186.642	11.933	-96.782	-17.249	58.361	74.31	69.464	-1.555	-55.151	-57.844	-70.835	-40.759	96.737	98.681	18.299	-38.04	-95.75	4.708	28.513	99.873	106.494	128.271	154.938	116.383	47.399	59.397	79.076	21.218	-83.138	41.283	41.781	76.892	127.787	109.068	113.421	117.092	62.893	86.049	69.008	226.345	6.16	14.783	176.76	17.808	72.31	102.865
Electronic	11	4	119.562	-193.753	-199.902	-205.092	-223.854	-179.486	-174.25	-155.171	-188.432	-195.064	-178.975	-154.154	-145.515	-147.578	-167.927	-145.703	-133.851	-146.274	-125.625	-156.754	-126.572	-109.566	-153.125	-140.702	-138.188	-166.511	-125.0	-142.494	-91.959	-50.551	-85.884	-76.6	-66.188	-42.036	-55.726	-29.765	-77.123	-78.857	-57.967	-16.77	-36.164	-3.208	-13.063	-12.515	-28.498	-29.44	-77.061	-4.623	23.305
